;id;created_at;text;sentiment
776;326854;2020-05-08 04:28:29+00:00;"RT @moneycontrolcom: ⚡️ “Mornings With MC: Stock Market Updates, Now Serving!”

https://t.co/24GpOMIONQ

#Stocks #StockMarket #StocksToWatc…";neutral
36;660162;2020-06-25 10:59:18+00:00;"DYK that on May 22 2020 $UONE was trading at $1.28 and today it’s opening at $21.50. 
Who put in $1,000 + on or B4 the 26th?
IDK... they should be proud. 
Unless you’re White and haven’t donated money back to the Black community.
Don’t have to.
But it would be nice. 
JS
#stocks https://t.co/yVKpZIVN7G";positive
595;456870;2020-06-08 09:28:12+00:00;"#NTPC
NTPC Now @ 98.30

Look @ 100 CE Now @ 3.30,  SL. 2.60

#nifty #banknifty #equity #stocks #analysis #trading #sp";neutral
1103;561710;2020-06-17 03:15:59+00:00;"RT @MarkMcSherryNY: .
Standard Life Aberdeen To Sell Another India Stake For £260m - Scottish Financial Review

https://t.co/ItvE4dmVgg

@h…";negative
888;679286;2020-06-26 02:25:11+00:00;"RT @BrandonVanZee: 06/25/20 - View today's #MarketOutlook from @Market_Scholars

https://t.co/Ol3hj2Jbza

Mentioned: $SPY $IWM $DIA $QQQ $S…";neutral
383;43081;2020-04-13 08:57:57+00:00;Recent Research Analysts’ Ratings Changes for Apple $AAPL https://t.co/QejOwiVRF8;neutral
428;370537;2020-06-01 22:31:07+00:00;RT @SilverChartist: ⚛️Both the fundamentals and technicals strongly suggest that recent sideways trading ranges in most #URANIUM stocks are…;positive
391;876914;2020-07-13 17:03:11+00:00;"RT @financeasmr: Facebook $FB has so many issues from regulators and clients

Rizzle doesn’t 

If you are a venture capital invester consid…";negative
63;472181;2020-06-09 07:44:58+00:00;"Remember the turn? Now start preparing for the greatest market crash in history. I say it like I see it. 

$TSLA $SPY $GILD $ABBV $PFE $TEVA $TDOC $VIX $VXX $UVXY $SVXY $SPX $GOOG $AMZN $FB https://t.co/OhukyvRnIm";negative
374;96378;2020-04-17 19:07:07+00:00;@DougKass @realmoney I piled a lot of $C and $BAC as mid-term investments as I share your view on them.;neutral
628;51398;2020-04-14 17:31:06+00:00;"RT @Lakshmi_888: #SPX $SPX #ES_F #Dow $NQ #NQ #NDX $RUT #DAX #FTSE $ES_F $QQQ $Dow

Based on this chart alone (there are others so pls see)…";neutral
100;728827;2020-07-01 21:06:35+00:00;"@bostonchaahhts If “best qtr since 87” doesn’t make you a little nervous, then by all means keep buying $TSLA $AMZN $NFLX $RDFN $CMG. Otherwise now may be a good time to take a little off here. #justsaying 

cc: @mchaudhry82 @traderstewie @Terri1618 @johnscharts https://t.co/QT4F4t1Jn5";positive
956;564640;2020-06-18 20:50:59+00:00;"RT @FrankieSoo_Logo: Abstract Bull Logo for Sale
https://t.co/m4e85RYQ2s

#abstract #animal #bull #beef #brand #capital #design #dynamic #e…";positive
33;890710;2020-07-14 22:25:18+00:00;#NASDAQ E-mini #Futures #NQ_F  ⬆️ 77.25 Points (0.73%) to 10,720.5 #futurestrading #future #NASDAQ100 #Investment #investing #invest #investor #investors #stock #stocks #StockMarket https://t.co/mzotIguudf https://t.co/jAJH0jEmGH https://t.co/V3OkdJwJEL;positive
581;131521;2020-04-20 13:36:46+00:00;7 Investing Principals #Investing #StockMarket #Retirement #Stocks #Bonds Download our free guide https://t.co/yWXwHQvLLK https://t.co/FwhK03TggJ;neutral
365;231128;2020-04-28 14:03:30+00:00;$SPX $ES_F $DJ_F $DJIA   Dow futures up 300 points on easing of coronavirus lockdowns as earnings season hits stride U.S. stock-index futures rose Tuesday, with analysts citing progress toward easing coronavirus lockdowns a... https://t.co/IAjHbwzFw5 https://t.co/lF65oUZTfo;positive
470;216854;2020-04-27 14:01:27+00:00;$SPY $IWM $AAPL $CAT https://t.co/zejsfSJAfm;neutral
642;658140;2020-06-25 13:30:15+00:00;"Market's open! Check out @MightySoldiers day trading livestream! Featuring Benzinga Pro!
real-time news, LIVE squawk, audible alerts, and more!
#stockmarket #stocks #charts #daytrader #daytrading #livestream #live #youtube #benzingapro

https://t.co/H6Nryjsek2";neutral
1198;722272;2020-06-30 11:43:42+00:00;Track news with various time frames for $DJIA under one watchlist $CVX $BA $IBM https://t.co/8zP8MKc2dK https://t.co/KzcvbztalN;neutral
1194;410111;2020-06-04 19:37:31+00:00;RT @permanentcap: Google/Alphabet $GOOG almost literally lights their cash on fire (other bets) to hide the profitability of the search bus…;positive
140;238364;2020-04-29 23:24:24+00:00;RT @MattEganCNN: The economy is collapsing like never before and yet US #stocks are on pace for their best month since Oct. 1974. S&P 500 i…;negative
759;6505;2020-04-09 15:10:34+00:00;$DBMM #Stocks #StockMarket #DigitalBrandMediaAndMarketingGroup releases Q2 EPS on https://t.co/savSNTKlN1: In contrast to the Q1 Sales Tumbled by -49.626 % from $0 millions and from $0.00 per share. https://t.co/ReoSrnrIhx;neutral
241;248813;2020-04-29 14:11:17+00:00;"RT @BrandonVanZee: 04/28/20 - View today's #MarketOutlook from @Market_Scholars

https://t.co/YBGN15ftrD

Mentioned: $SPY $IWM $DIA $QQQ $S…";neutral
97;849304;2020-07-10 12:10:32+00:00;Chinese authorities appear spooked by their own success getting investors crazy about #stocks. State funds cut stakes in big insurer PICC, tech firms, sending signal #China wants to curb the frenzy. https://t.co/QhPSmAHZEj;negative
81;559748;2020-06-17 09:41:55+00:00;RT @stebottaioli: $SPX protect yourself https://t.co/5yuv3AEV5f;negative
551;20929;2020-04-11 23:44:09+00:00;"RT @WingGirlTrade: THE TRADING SET UPS - Brand New ebooks to download FREE today Written by pro TI traders

* Solid Swing Trading Concepts…";neutral
1064;893206;2020-07-14 19:22:33+00:00;$spy $spx let’s see some fireworks;neutral
1264;584953;2020-06-19 14:15:05+00:00;$BA $EADSY - Qatar Airways Threatens Boeing And Airbus. https://t.co/e6z3xkhcuz #business #stockmarket #stocks;negative
190;492780;2020-06-11 22:36:08+00:00;RT @Rosco_NoE: After a lot of hours, research, losses and wins I’ve finally finished my online course on investing in stocks for beginners!…;positive
192;326558;2020-05-08 05:33:49+00:00;Apple $AAPL PT Set at $325.00 by UBS Group https://t.co/1tzRQgWzDR;neutral
1028;72669;2020-04-15 12:22:38+00:00;@AdamMancini4 I’m seeing 2650 as a zone of support for $SPX.  What are your thoughts?;neutral
979;817221;2020-07-08 11:11:39+00:00;"RT @MacroCharts: Fascinating chart from GS:

Due in part to the speed of the rally, the relationship between $SPX returns and the relative…";positive
103;614258;2020-06-22 12:25:20+00:00;"For Servicing You""
"" Our Chartered Accountants"" 
#StockAdviosry #Advisory #Stocks #investment https://t.co/AtAUE3OANn";neutral
472;830232;2020-07-09 14:36:13+00:00;EZCORP Inc $EZPW Receives Consensus Rating of “Hold” from Analysts https://t.co/mqwhh0RIsX #stocks;neutral
1201;510522;2020-06-13 15:24:50+00:00;RT @MommasOptions: I continue to add to my core long dated positions on dips. $LMT $DPZ $AAPL $AMZN $ROKU $DIS $BA $SHOP $DAL $AAL. With th…;positive
848;636129;2020-06-24 20:55:22+00:00;Mastercard update on switched transactions and volume $MA https://t.co/p75eJNWAab;neutral
76;849678;2020-07-10 11:31:00+00:00;RT @Northst18363337: Gold and especially silver could be about to experience one hell of a spike. Stay calm if it does and be ready to take…;negative
459;633969;2020-06-23 01:17:23+00:00;$SPX I think that was the retest of the top. to hades you go📉😈 https://t.co/PkwIWLDMxp;neutral
774;33990;2020-04-13 21:00:53+00:00;Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/Jygh6huARA $NVDA $TSLA $GS $REGN $BAC $GOOGL $FB;positive
830;157852;2020-04-22 14:52:02+00:00;"Boohoo, Manchester fashion giant, sees revenue soar to £1.2bn as profit tops £92m – Northern Financial Review

⁦@boohoo⁩ ⁦@NastyGal⁩ ⁦@OfficialPLT⁩ ⁦@BaillieGifford⁩ ⁦@SLA_plc⁩
⁦@ASInvestments⁩
⁦@TEMIT⁩ 
#stocks

 https://t.co/FmbeQWDlsr";positive
1245;412733;2020-06-04 16:20:08+00:00;RT @quakes99: Resource Maven on #Uranium: Why The Bull Is Building & How To Position 🐂⚛️⛏️ Gwen @miningmavengwen leads a discussion with Sc…;neutral
571;243754;2020-04-29 19:30:06+00:00;"$cof
$dfs
$axp

$V

impressive";positive
954;491281;2020-06-10 01:30:01+00:00;"$denn We have detected a noticeable rise in the Zeitgeist for Denny's Corporation at  https://t.co/olLXHuVP6n
Visit DataSwarm Markets for more information
#STOCKS #NASDAQ
DataSwarm ref: 101269";positive
491;224306;2020-04-28 22:10:03+00:00;RT @ukarlewitz: $SPX concentration highest since Hotel California released. Spot the correlation https://t.co/fpuL80jhRZ;positive
78;530059;2020-06-15 12:45:55+00:00;"Only in America do people believe that buying stocks is their national identity and sworn duty to society

$SPX $SPY";positive
986;747186;2020-07-02 19:07:47+00:00;#JPMorgan Chase $JPM Has A Good  #Fundamental Analysis Score (FA Score). Check various FA Indicators' value, score, 5-year chart like P/E, P/B, P/S, D/E, ROE, ROA, ROIC, Gross Margin, EBITDA, etc #stocks #stock #StockMarket #Investment #investing https://t.co/Gr3YvQytXq https://t.co/pV0VogSUeq;positive
971;484907;2020-06-10 13:55:50+00:00;"RT @Investingcom: *AMAZON SHARES RALLY TO HIGHEST LEVEL ON RECORD, LAST UP 2.1% AT $2,656

*AMAZON SHARES ARE UP ALMOST 35% IN 2020

$AMZN…";positive
1265;413385;2020-06-04 15:28:40+00:00;"RT @syinvesting: #RNA therapeutics are hot.

$AZN / Accent (Jun '20): https://t.co/kpqB0Fw6GL

$MRK / Skyhawk (May '20): https://t.co/bXoJL…";neutral
292;503508;2020-06-11 13:30:00+00:00;"🔔The Morning Ring🔔

“ I accepted everything for what it was-not what I wanted it to be.” - Nicolas Darvas

#tradingmindset #stocks #canslim #StockMarket https://t.co/wMrps4MBhD";neutral
171;831978;2020-07-09 13:14:31+00:00;Needham & Company LLC Reiterates Buy Rating for Yext $YEXT https://t.co/LXMcXxqPom #stocks;positive
1036;340656;2020-05-28 15:58:50+00:00;Support becomes resistance for $aapl.  When this puppy gives, look out below https://t.co/bH7MnavdjA;negative
392;619062;2020-06-23 22:59:17+00:00;"RT @m0322701: Market caps:

$AMZN - 1380B USD
$GOOGL - 997.06B USD
$LINK - 1.68B USD

Early is an understatement.";neutral
541;923449;2020-07-15 01:31:47+00:00;A Big Change Is Coming to the Next Stimulus Deal @themotleyfool #stocks  https://t.co/d3EclZJrtt;neutral
95;260397;2020-05-03 08:55:08+00:00;$AHH $AHH.PA - Armada Hoffler Properties, Inc. (AHH) CEO Michael O'Hara on Q1 2020 Results - Earnings Call Transcript. https://t.co/hrBkQkE0dY #business #trading #stocks;neutral
786;704552;2020-06-29 14:27:58+00:00;The big story today? $AMZN is going down after completing the ending diagonal anticipated a month ago. https://t.co/JRX6COtXF1 #Elliottwave $XLC $SPX $NDX https://t.co/q8YLClRUqF;negative
882;556569;2020-06-17 14:03:48+00:00;"RT @aaaamhim: $NE ARTICLE JUST OUT! STOP SLEEPING!💸📈
$SPY $SPX $QQQ $ES_F $NQ_F $RTY_F $ZB_F $GC_F $NDX $RUT $AAPL $NFLX $AMZN $TSLA $FB $M…";negative
758;723734;2020-06-30 08:01:24+00:00;"Looking for the best auto stocks to invest in? Check out this hand-curated list of 40 of the top-performing companies in the industry. 

https://t.co/LSWWsk7YV4 
#stocks #investing https://t.co/AY2O26HCnE";positive
204;219695;2020-04-27 10:05:32+00:00;In all, 149 members of the S&P 500 index $SPX, are expected to report financial results in the week ahead—more than a third of those will arrive Thursday—as well as 12 Dow Jones Industrial Average DJIA, components.;neutral
840;901654;2020-07-14 11:57:30+00:00;JPMorgan Chase Q2 EPS $1.38 Beats $1.04 Estimate, Sales $33.00B Beat $30.29B Estimate $JPM;neutral
1218;158169;2020-04-22 14:31:20+00:00;Vetr users have upgraded https://t.co/WkaxsQ7i5z, Inc. to a HOLD Rating (3 stars), giving $AMZN a target price of $2288.05 https://t.co/rwVhF9BRHJ;positive
555;846069;2020-07-10 15:21:38+00:00;"RT @AGBullBarr: $GRCV accumulating on dips this is going penny land👀

$dloc $bbrw $trep $hdup $cgld $tmxn $hwke $gosy $pgas $zhud $brll $am…";neutral
692;579992;2020-06-19 18:21:35+00:00;"RT @TheeFinanceGuy: 🚨It's Time! 🚨

Rapid Fire Stock Analysis is officially OPEN! ⚡⚡

Rules are easy:
-Follow
-RT
-Send me any stock ticker…";positive
221;871232;2020-07-13 22:31:40+00:00;"RT @50F7W4R37R4D3R: ""A wise person should have money in their head, but not in their heart.""- Jonathan Swift #softwareengineer #javascript…";positive
672;120540;2020-04-19 14:09:14+00:00;"Grab This #opportunity 

#Offer Valid Till 21-04-2020

Required Capital: Rs. 15 Lac

Committed Return: Rs. 15 Lac + 2.5 Lac = Rs. 17.5 Lac

Time: 06-15 Months

#Stocks Cash/Future #Index Future    #Option #Gold #silver #CrudeOil #copper #Naturalgas #nickel 

Charge: Rs 2.70 Lac";positive
416;44259;2020-04-13 03:47:55+00:00;"On watch tomorrow // Pt. 1  🔥📈📚

$ICD
$BIOC
$PSTI
$NLS
$CEI

#Bullish #Stock #Stockmarket #Trend #Daytrading #Investor #HotStocks #Trader #Stocks #Options #Finance #Money #Winning #Business #SwingTrade #ValueInvesting #Focus #WallStreet #Watchlist

https://t.co/xEecq2rmkd https://t.co/zXv6ARvL4Z";positive
259;593128;2020-06-20 18:33:33+00:00;Kansas City Southern $KSU Given Consensus Recommendation of “Hold” by Brokerages https://t.co/eRZaPC4phY #stocks;neutral
262;328768;2020-05-09 22:58:06+00:00;$USFD #US Foods Holding US Foods Holding Corp.: | https://t.co/WLG4UxGB5Q #equity #stocks;neutral
675;820570;2020-07-08 02:34:11+00:00;"RT @sprtcrdlui: $TSLA closed up again.  Load dips . Ride this one higher
$BA $NCLH $OAS $IDEX $WKHS $DAL $FCX $SHLL $Z $TTI $NFLX $M $API $…";positive
563;639491;2020-06-24 17:14:55+00:00;Quick trade off the bottom on $AMZN. 😎;negative
316;491333;2020-06-10 01:23:47+00:00;"Target Locked $KO 
This looks bad, sell at $49.00 
Take Profit: $47.71 
Stop Loss: $49.49 
Trade with us:https://t.co/injT0PPxiC 
$TSLA $SPY $AAPL #Forex https://t.co/Honl7d4u7m";negative
1068;546426;2020-06-16 08:14:29+00:00;"RT @PatrickWalker56: TOP 10 GROUPS.   Leading Groups. Leading Stocks in those
groups. Our screens find them. #stocks #investing 
ENTERPRISE…";positive
621;426156;2020-06-05 15:07:02+00:00;Quality Elliott Wave Trading #sp500 #ES_F $SPX $SPY $QQQ $IWM $SPXU $SQQQ $ES  $NDX $DJIA  $QQQ  emini  forex  https://t.co/hTJsqehBX2 https://t.co/zB0jSSy2Mo;neutral
540;465037;2020-06-09 16:55:27+00:00;$AAPL #patent 10,680,784 Method and apparatus for controlling downlink HARQ timing in TDD environment #tech #IP #research https://t.co/Hg07Eh2nUA https://t.co/dPT8VDcnLX;neutral
447;164254;2020-04-22 02:17:54+00:00;"RT @JAXCapital: so China has been THE driver of global growth the last decade

now that it seems everyone wants to blame china for covid -…";negative
52;161671;2020-04-22 09:53:11+00:00;"RT @Lakshmi_888: When I called highs $SPX 33xx,most called 3500+
When most called <1800 at SPX 2175,I called reversal
When most called 3000…";positive
1280;18830;2020-04-10 09:45:26+00:00;7 1/2 Weeks https://t.co/4ndC4oguzJ $SPX $SPY #ES_F;neutral
4;830153;2020-07-09 14:39:14+00:00;$AMD Ryzen 4000 desktop CPUs looking ‘great’ and on track to launch in 2020 https://t.co/y7yYvXOVYJ #madtweets #stocks #cnbc #AMD;positive
398;765838;2020-07-03 02:10:00+00:00;"RT @MitradeOfficial: #Oil slipped on Friday but overall remained on track for a weekly gain.

Noon prices:
#SPX500–3135.5
#NAS100–10366.8
#…";positive
827;521224;2020-06-15 23:16:06+00:00;$FB facebook still hold its 220 support  plus whatsapp payment start in Brazil.i think this is bullish for fb https://t.co/0u19SoHjCm;positive
134;367437;2020-05-31 15:04:49+00:00;RT @ValueInvestorRN: So, let me guess, #StockMarket #Futures will stupidly be gapping up (?) on 1) #riots2020,  2) lack of #SocialDistanaci…;negative
1131;198784;2020-04-25 14:05:21+00:00;"RT @eWhispers: #earnings for the week 

https://t.co/lObOE0dgsr 

$AMZN $TSLA $MSFT $AAPL $AMD $BA $FB $LUV $MMM $GE $AAL $UPS $TWTR $PFE $…";neutral
1259;396261;2020-06-03 19:20:21+00:00;RT @The_Real_Fly: MORE CLOWN WORLD: APPLE FREEZES BROWSE FEATURE ON MUSIC AND REPLACES WITH NOTICE AND CUSTOM PLAYLIST. THE LAST SONG IS “F…;negative
901;850648;2020-07-10 09:46:34+00:00;RT @Northst18363337: Gold and especially silver could be about to experience one hell of a spike. Stay calm if it does and be ready to take…;negative
982;60619;2020-04-14 08:17:25+00:00;Pfizer $PFE Rating Lowered to Hold at Zacks Investment Research https://t.co/pcY3cGNjz2;negative
924;520857;2020-06-14 00:24:56+00:00;@FizeekMoney yup exactly. $SPX is going into the Abyss, it’s just a matter of when. $BTC is stuck between an organic bullish market cycle & global headwinds from dwindling $USD liquidity in the remnants of the Corporate Globalist regime. take a look at $HYG !;positive
704;758107;2020-07-02 02:13:31+00:00;"RT @SheepKnowMore: An $FB post after watching #Covid911 - INSURGENCY. 
#GreatAwakening https://t.co/7PxeWwIByW";neutral
909;457785;2020-06-08 06:26:59+00:00;Due to widespread #bankruptcy #financialobligations #banks @jpmorgan @WellsFargo @BHHSRealEstate @BBCBerkshire @GoldmanSachs @Chase @Mastercard @visa $AMZN $BABA $F $FB $GM $NFLX $MSFT $NVDA $CHK $RRC $XOM $OIL $UNG #Oil @cnnbrk @CNN @FOXLA;negative
797;316434;2020-05-08 22:09:11+00:00;"RT @dynamicvol: Market reminds me of the ""eye of the storm"" feel we had after Bear Stearns in 2008.  

In the two months after Bear rescue,…";negative
747;872249;2020-07-13 21:05:49+00:00;So long, focus groups. Here’s everything you need to know about the new data that’s directing Hollywood - $viac $cmcsa $dis $nflx $aapl $t $sne $roku $amzn $disca $lgf $twtr $fox $fb $goog $snap $stx $mgm https://t.co/Hpa5PTk37E;positive
849;836221;2020-07-09 04:10:13+00:00;Concho Resources Inc $CXO Sees Significant Decrease in Short Interest https://t.co/9hQH7cRpix #stocks;negative
145;599065;2020-06-21 19:33:35+00:00;"RT @ddubrovskyFX: More idling in US stocks again?

Let's check liquidity conditions!

Yup, largest weekly shrink in the #Fed b/s this year…";negative
312;647734;2020-06-24 03:25:04+00:00;With past performance like this, how can you not sign up for a Free 10-day trial to https://t.co/dciVAHNRLf? Winning Option Swing Trades Since 2006  $AMZN $GOOGL $NFLX $FB $AAPL;positive
488;512767;2020-06-13 07:15:56+00:00;RT @nareshbahrain: Take one #Stock per week. just one & do a very detailed study. Without your knowledge, over a period of time u will gain…;positive
799;32959;2020-04-13 22:57:00+00:00;"@Garrett46881741 Not much pullback from entry from 2700 to 2720 in next session unless surprise negative news.

Longer term, yes pullback from current 2767 expected.

We are not nearly close to be out of woods with Corona-virus effect.

Earnings coming up is key

#es_f $spx $spy #options #futures";negative
89;788302;2020-07-06 07:03:47+00:00;RT @kpak82: $AAPL (weekly) https://t.co/vKGRLlIrkD;neutral
429;333737;2020-05-09 03:39:52+00:00;"Growing Vegetables - Spine Gourd Farming is Profitable Agriculture Busin... https://t.co/8LbfNg5XL8 via @YouTube $DAX $SPX

DEPRESSION USA ~ Community can try..

Thanks TRUMP";positive
258;334790;2020-05-09 00:10:54+00:00;"RT @Scutty: Gold and $SPX have been increasingly moving in the same direction, similar to the GFC. Deutsche Bank believes a ""window for gol…";positive
597;138033;2020-04-21 22:06:33+00:00;Apple Watch Series 5 Now Available Refurbished https://t.co/vhx6m7qHOO $AAPL https://t.co/ozWNHXvMD7;neutral
620;85739;2020-04-16 15:17:17+00:00;$SPY ES futures hourly is an interesting watch! Nice potential breakout to the upside to drive the market higher imminent 👀 $QQQ $SPX $DJIA https://t.co/G4v3jObMUC;positive
242;234796;2020-04-28 09:01:09+00:00;$CRI #Chargeurs S.A. Chargeurs : Q1 naturally hit by Covid-19, FY targets confirmed thanks to Lainière Santé: >Q1 sales at € 157.5m, down 2.3% (-4.7% LFL) - Chargeurs reported this morning Q1 2020 sales of € 157.5m, a shade below our… https://t.co/6Qwh7bhwYg #equity #stocks;neutral
812;690723;2020-06-28 17:12:19+00:00;"Weekly Newsletter going out Later today!

Outlook for the Market, FAANG & Individual names (big-smallcap) for this week w/ equity/options plays  $SPY $AAPL $AMZN $NFLX $FB etc.. 

Free for Members 
Link to Sign Up for The Month:
https://t.co/Zp4xc5dDO1";positive
152;130179;2020-04-20 14:56:53+00:00;Financial #stocks, namely those in the #investment, life insurance and annuities realm, are so cheap that many have become takeover targets. Take advantage.  https://t.co/wBqu6RyEub;positive
70;582073;2020-06-19 16:34:42+00:00;RT @ChrisCarreon06: Beautiful box in #ES_F $SPX forming this week. You guys know what comes next!;positive
614;701315;2020-06-29 17:19:22+00:00;"RT @MarketWatch: Big companies like $SBUX and $KO are pulling advertising dollars on Facebook. How much will that hurt revenue? 

Facebook…";negative
1222;6308;2020-04-09 15:22:01+00:00;"RT @leadlagreport: Little rant here. 

People call the VIX the ""fear index.""

Volatility isn't fear.

Volatility is doubt.

It's doubt abou…";negative
223;105518;2020-04-17 08:21:03+00:00;Northwest Natural Holding Co $NWN Given Consensus Recommendation of “Hold” by Brokerages https://t.co/bMJXezUvhB #stocks;positive
564;203468;2020-04-26 21:25:58+00:00;"Just remember investors who waited for $SPX to retest its March 2009 low are still waiting. 

Keep this in mind when/if $SPX pulls back 10% or more from current levels, which would put the index around 2550

Personally, I'll be opportunistic if I get another chance to buy < 2600";negative
890;775858;2020-07-05 00:40:52+00:00;RT @AdamMancini4: Happy July 4th weekend! For a month, $SPX built a triangle with 3030 support & 3190 resistance. Explosive move when it br…;positive
481;580208;2020-06-19 18:12:54+00:00;"Apple Option Alert: Jun 26 $350 Calls at the Bid: 400 @ $4.951 vs 5214 OI; Earnings 7/28 After Close [est] Ref= $346.5 $AAPL";neutral
1170;388267;2020-06-02 13:40:20+00:00;"RT @WaltLightShed: ""We are so far beyond tolerance, this is about justice"" Randall Stephenson, $T";positive
351;398620;2020-06-03 16:49:54+00:00;Buy rating ✅✅ $insg Inseego #stockstowatch #stocks #technology https://t.co/Y00iC3nG3Q;positive
1148;430474;2020-06-05 09:12:52+00:00;RT @wallstreetelix5: Here comes the breach of yesterday’s high. About time. Not a top.... $es $ES_F $spy $spx;negative
987;625161;2020-06-23 15:42:23+00:00;🔴#Stocks making the biggest moves midday: ⁦@Apple⁩ , #Penn National Gaming, ⁦@Spotify⁩ @CNBC https://t.co/B2Okgg7RDI;neutral
1;661634;2020-06-25 06:20:06+00:00;"#SriLanka surcharge on fuel removed!
⛽📉
The surcharge of Rs.26 imposed on diesel and petrol has been revoked with effect from midnight on June 23 says Power, Energy and Transport Minister Mahinda. Amaraweera -Adaderana-

#lka #FuelPrices #taxes #economy #stocks #StockMarket";negative
929;465131;2020-06-09 16:50:10+00:00;"$NAKD $NIO $MIST $IDEX There  #WARZONESCRIPT a top favorite among our clients. A ribbon wil populate and identify some of the most important SUPPORT/RESISTANCE zones 

Visit us at
https://t.co/A33UxhgoRb

#trading #stocks $IZEA $DGLY $NIO $NAKD $IDEX $IMRN $MIST $SPY $TVIX $SOLO https://t.co/tLwcfaXU7i";positive
1034;342335;2020-05-28 14:15:43+00:00;Bullish call option flow in $FB. This could break out if it rallies above $230;positive
1098;859111;2020-07-11 13:15:49+00:00;"Nothing like a cup of coffee & reviewing the capital markets to start a Saturday morning. First stop US #stocks:

Momentum surge in Consumer Disc. and Comm. Serv. sectors & a bounce out of Financials to close the week on potential COVID-19 drug innovation. @FactSet data. https://t.co/SLkSyr1vZB";neutral
667;375625;2020-06-01 14:46:39+00:00;If believing in $DIS makes me rich ima going to Disney world that week;positive
587;491596;2020-06-10 00:56:24+00:00;"Discord-  https://t.co/8fooypATeb  a better, more executive
trading chatroom $SPY $ES_F $BA $CLVS $SRNE $DVAX $ACB $OSTK $TRIL $LK $CODX $SAVE $GSX $INO $KSS $PENN $NVAX $BYND $AAL $EURN $GPS $SSL $MRNA $TSLA $CCL $BILI $CVNA $DAL $PTON $TWTR $IQ $ROKU $AAPL $DIS $NVDA $AMZN $BB https://t.co/KtAaYAmdlJ";neutral
1164;355814;2020-05-29 12:29:03+00:00;"Canopy Growth Announces 'Strategy Reset' After Huge Q4 Loss; Marijuana Stocks Fall

$CGC
$STZ
$CRON
$ACB
$TLRY

#CannabisCommunity #CannabisStocks #MarijuanaStocks #Stock #Stocks #StockMarketNews 
https://t.co/zKvzxVeycf";negative
74;607666;2020-06-22 18:40:17+00:00;"Apple Option Alert: Jul 17 $380 Calls Sweep (6) below Bid!: 450 @ $3.652 vs 3833 OI; Earnings 7/28 After Close [est] Ref= $358.05 $AAPL";negative
211;536456;2020-06-16 21:42:21+00:00;RT @almostjingo: No comments on $GOOG watch, no #freespeech unless it’s ORANGE MAN BAD. https://t.co/oIaGHzODaM;negative
1067;386878;2020-06-02 15:21:16+00:00;"$SPY C-Suite play lip service to diversity as merely a talking point. The chasm is wider in $IWM. Dimon often praised, but $JPM Board has one token black women.

I have never seen a co more dedicated to making diversity matter than $SVMK. Proud bagholder.

https://t.co/IZYFGkULZx https://t.co/BA16ge8Keu";positive
20;886790;2020-07-13 06:59:35+00:00;"RT @RafKadian: $tsla & $nio fot the day #trading #stocks
#RafTrading111 @adssgroup https://t.co/zwFA8po9YI";neutral
625;468164;2020-06-09 14:18:25+00:00;Could Apple Be a Millionaire Maker Stock? @themotleyfool #stocks $AAPL https://t.co/Wdz7oGbUwC;neutral
186;802981;2020-07-07 06:39:45+00:00;"RT @GregaHorvatFX: Morning people!

 stocks are coming slightly down, likely to retreace back to Sunday open. A lot of times sharp Monday r…";negative
217;823478;2020-07-09 20:52:16+00:00;RT @CointelegraphMT: #Bitcoin price dropped below $9,200 as #stocks pulled back on the #supremecourt decision on #Trump’s tax returns https…;negative
108;223798;2020-04-28 22:52:46+00:00;VF $VFC Research Coverage Started at BTIG Research https://t.co/zKoR3WIqU8 #stocks;neutral
1043;318947;2020-05-08 18:58:26+00:00;"Another great week 

We hit the #BleachBowl - $CLX right into 204 closing off run from 185, swung some lotto puts as a kicker 🧼

$IWM a well-sizes double from 123.90 

$DIS another killer week after Hedge helped you fend off the analyst garbage 
- looks like lots more to come";positive
1208;481984;2020-06-10 16:23:07+00:00;"#US100 hit 2nd target!✅ 125+ Pips🔥🔥 1250USD Amazing profit 🔥🔥

For more Free signals : https://t.co/ZCdNurWdYg

#stocks #EURUSD #forextrading $ETH #XAUUSD #AAPL #GBPUSD #forexsignal #USOIL #Forex $BTC #FB #fx $BTC #CRYPTO 833234588 https://t.co/1C1NKUXtjN";positive
1112;583344;2020-06-19 15:48:27+00:00;"Source of Beijing’s big new #COVID19  outbreak is still a mystery

 https://t.co/gsnaL8cbN3 #ChinaIndiaFaceoff #ChinaLiedAndPeopleDied #China #COVID19 $HAO $BCNA $ASHX $FLTW $CHNA $CHIX $YAO $CNYA $ZHOK $CQQQ $NIO $TVIX $UVXY $CHIM $CHII $AFTY $NIO $TSLA $AAPL $AEMD $AMZN $CHTR https://t.co/aDnngFkEQj";neutral
1155;180787;2020-04-24 22:56:36+00:00;Recent Research Analysts’ Ratings Updates for Autoliv $ALV https://t.co/8CdP7zPJxJ #stocks;neutral
1111;539486;2020-06-16 17:27:41+00:00;"Eeryone loading up here ? 
Load the boat 
$AAPL 450-500
$TSLA 1800
$BA 500
$AMZN 4000 
$GOOGL 2000
$HTZ 20++
bookmark this @me after the next 2 Fed infusions";neutral
